id,saleprice
1538,339650.3804919848
398,96845.35703125293
2822,143758.98096254305
2157,147408.67857016646
1856,235124.90714028222
1269,81272.80752264848
2570,108865.48555688164
2320,240700.65782220731
1517,168881.2843451996
2304,104902.09374107537
1312,119908.6462378588
2012,139692.2139731876
506,199767.01616401435
2865,212156.1912359947
2367,99237.19230681937
554,95868.94691734295
238,141652.90198402316
1954,95080.56826882553
2488,152196.10482501984
2291,102114.61873685196
1969,76092.71555650304
2725,165164.50396949076
1482,148091.4591703678
2763,201746.46092856466
503,224009.07157585607
1584,227109.30282672658
1531,178166.6219198599
2210,199296.42883126694
459,285822.0628765861
556,129428.3903252536
1347,187607.51823432767
1290,103740.2238427347
1388,100742.50562765356
1571,183305.19856146025
2754,205856.06113030994
765,133360.06641393784
2494,118675.28099993546
2870,213164.53415262094
7,213020.72118882625
1114,236201.96027781698
2418,271764.5238952085
291,184247.0064330774
18,301981.47583361436
39,289112.0127056462
1001,249655.0195227696
2442,238439.91249875003
616,124948.60306260246
2680,56943.28394640121
1414,114035.93480180833
289,173550.35517524253
40,248493.09128342406
860,123401.64046615479
409,132254.87259841734
673,157630.97585363104
2427,172389.37553106714
2036,321730.83960874216
2564,138054.33775880164
642,184007.86448558723
1008,179372.3800195835
1908,142552.57243298483
2519,190209.22501508822
1369,201068.85427350155
2855,188887.90194141236
712,105724.56268356345
1943,128910.44783998071
1958,118800.25531870965
107,146743.61377876299
2295,179435.17840595357
704,131803.64399807272
676,110153.09677303955
259,184401.15769075416
93,259665.2736170923
106,238521.00091691478
2315,187016.60206080857
1050,98299.32634962304
1095,187599.0698236262
2709,132296.2610500364
758,195657.62125255005
1496,168463.30303325364
2370,118667.47097894619
2458,253216.2750822839
2733,130602.053602878
161,268666.65253556217
726,190165.17151196022
845,214293.10975970118
947,235477.34631706518
2232,230309.21889107418
2563,136046.0634125946
2299,141179.75976973888
211,115400.32273095683
605,186235.10715610837
1478,208358.5954606447
2247,273765.54349097353
2274,199646.49361994257
2869,211030.05713424366
967,228575.266828503
2656,142077.7366398943
667,238582.75633136206
1042,102197.3739527755
2023,172378.29661597335
2447,323255.03651915723
2055,118162.2620250464
2275,269576.83744175103
2204,185282.5696087291
1563,272050.2824893999
483,201546.2774591993
796,128381.04853372998
1526,168386.88210546947
2042,203341.63273921167
442,285211.1191088131
1693,280069.18844488426
1468,212509.7065393082
1430,199670.94130585832
2605,214484.12203201163
1529,191517.67622912046
335,117156.39926275681
1287,172483.62925610528
31,93116.74367595371
1785,256719.53455664217
82,161747.94663547515
2620,123830.58029758278
252,204365.92522246833
721,76747.08923986577
2165,185840.25828375504
2316,170641.9834141985
775,125214.51305526122
1558,214991.90391973732
17,212785.15705139446
1022,231701.57739627338
925,130137.18354199803
438,263789.3880578808
1270,137296.8423309892
1272,110401.76610227325
215,167731.7871723189
266,219558.17284560297
2402,243286.10814523068
1250,117654.98234539037
1984,157849.03923913394
1279,141575.64034604956
377,260339.3165210269
1252,128359.54816287779
2156,251787.2258779849
499,278669.4806985692
1374,100987.77320788358
2898,267438.1159946406
401,97528.13763145474
2721,179417.30762138264
2078,253618.05817783717
2589,108382.17149087437
1946,242491.7285040405
1334,129448.77643392957
2781,233015.6967666403
431,322962.3610835292
576,190048.34180060565
1474,206959.69691798207
2254,130198.52235061605
2155,267560.9071500255
885,94938.79360913415
643,122742.05421939935
1944,115851.43602269632
480,197244.7500039281
2845,101553.97734616068
2387,268621.3999892932
2407,198950.3098126289
2527,158615.47805091576
2514,161849.00341008278
629,174183.56498638308
80,207946.07967382832
1876,122308.41546399519
1546,243229.6983989377
2518,228186.36787901237
2347,162172.1155380893
783,203771.5800461166
1322,83518.28051188332
194,69175.4489094019
1770,262182.16154926876
2143,128552.0037256421
1229,196068.2731109655
511,271475.2203631138
46,201158.00095741567
1348,201920.97849049722
2465,203737.50270763016
387,236547.8982792783
873,205518.4625082144
1918,104896.59013210726
2764,227235.10839928524
2184,131122.2625399786
934,133060.9202487755
1920,121636.96948202676
2631,138358.8597638863
1768,443178.8557565005
2040,230957.48553450103
1749,218424.7176273095
834,242095.27380554588
1457,247298.07501299656
79,120487.00002141134
2302,93953.50327708386
1817,125969.10548593407
2755,243500.6106703151
359,165547.61889484152
2059,106449.83322724234
2092,236283.37624855037
2516,244147.54128673743
150,102616.76520406897
1656,145975.06506674946
83,98084.1158077966
2411,183495.53691069293
795,65014.02159401914
2312,242339.98181571928
2917,78108.97070811363
1624,183176.92934590345
2215,315231.3002789335
1211,140790.99713470624
1485,148091.4591703678
1024,157797.28405211843
570,200269.42302397708
2874,246519.63446063525
700,201462.253444514
2756,225725.75804358465
2022,227750.91810818436
583,217637.08723872364
2392,276113.83939545206
2424,194129.07542774524
212,157724.8247442732
736,137102.2127757005
1610,154293.85839567473
890,128095.93255476933
467,171410.32998218643
578,301454.7800518775
1747,173204.95969301998
1149,169329.29650409822
2758,236030.89221675252
857,122995.07835437288
2219,281992.4485929236
733,112316.27975003677
2909,124961.30632000463
1798,270419.67792421416
235,123286.63538851426
2366,123228.74372903374
1027,136707.9267800511
1195,126209.68799064611
1303,38960.57963854121
148,171275.31277429522
608,145155.73881773534
2515,195596.38337527984
821,260917.8787599604
2500,256415.3150614926
745,122750.65627928381
741,154324.68228226132
1611,234179.0852092423
2532,103105.3779668205
1081,206845.72315941425
1692,346377.27513340185
2520,171554.88066817867
276,119283.50166177959
1992,160351.0986947962
663,38318.722818028415
418,141915.07552127424
1733,183488.33701791405
2359,146349.1543737545
253,200100.6855656302
1518,212096.6700856767
2035,254849.10357791674
2919,86779.91155547835
1540,242215.85336614237
2120,156506.9907668936
1674,179045.51552797644
256,168509.7416919542
2361,85193.3604685713
978,74742.58160791849
2280,146604.1134992137
2095,217265.07704240293
1709,282670.0312023836
2801,236319.0977653826
1246,83317.3252556913
2373,99547.9468646606
1055,251901.50511288433
2017,121621.62236723909
1099,245728.72883052332
1344,86915.49432781758
835,207906.2137160385
1117,220178.4317153336
2043,101485.1185682565
2085,127267.10927483416
410,160264.38680074387
2650,143579.80753216962
2867,185956.8926589687
1668,108542.23020056053
1161,182741.58228453202
2122,169300.92852179357
2539,135637.95065234974
1047,143342.84024639265
1445,119687.45910614333
541,143353.43533136533
569,234085.1140896806
1276,110142.92890933645
918,160236.64278691425
326,162100.51185100083
1936,109831.35850934754
895,92548.74319395074
257,143140.23285793676
1241,173892.29732648586
1545,230196.04550839658
1189,172118.21664774488
270,148091.4591703678
2066,195237.09237884847
693,135678.19861636567
1259,201910.4710321983
2916,135579.82440972724
2321,278269.8863915077
1977,127036.21592797618
1895,152002.6923034496
1240,149155.94980951003
85,148393.5121136636
1823,117422.12957808468
825,266953.5645103201
110,224106.4894258494
697,144524.09878593986
2297,74240.82517916546
1231,126584.38719865051
1355,148777.92873979243
968,293014.02273051767
584,222067.35995779233
1315,147801.43023058097
1606,122920.29154208372
206,221507.69774656906
1685,280156.1521907456
2016,145865.78478851053
869,220434.76376432064
2135,117361.81305943639
2346,167563.20383066894
2430,210567.66081875493
2198,101560.12872616784
2652,150426.09551740275
27,96421.42244977993
241,182764.13744830084
906,154803.24956278712
1506,101660.79847009154
2098,320534.97588661895
1435,207557.87594990246
2213,128192.2592457633
1274,124884.33386218897
743,25593.263646287844
1737,201354.0225537971
2797,259627.20108502195
2185,63199.26243489236
58,170944.49543804466
830,199693.50207384373
808,131691.89333588327
680,165910.34063885082
1153,108162.40600412874
1291,175798.86589006125
1818,172258.40564948437
2161,192177.18556802068
1883,118703.09960525646
350,317449.37596018147
2473,160554.07692933897
295,214109.48850733018
293,244791.90924240672
859,110344.93932841974
288,52641.6426563852
1578,145663.0379392996
102,175815.73001262825
2831,196153.27743271203
1030,180135.57038907916
2551,129214.67369629047
1286,166613.25492962217
958,279666.65488549904
776,122893.70966232638
72,206485.6320924817
2263,252283.61365656392
1866,148694.4995182508
2876,163050.238827992
2146,266869.1270793264
103,183880.6013583867
1500,165741.5761414566
492,187021.18056330387
167,129966.68408896751
2597,142804.17139197676
2685,111098.08864309383
1035,138379.99572678632
1220,43900.64853878529
2602,163614.0597149448
2159,214667.05579111725
695,183422.37353339326
1109,227079.75211771182
640,181378.63108363166
1652,146647.23110262328
2090,194656.88894237508
1188,213858.2472467504
2345,233658.65861402894
1059,339900.02912567346
2751,246516.94607047434
128,207666.0932678592
1523,207494.03299451573
2925,141007.77636804455
2145,294558.1842178374
1121,230630.0907045917
566,311722.52035022294
565,200105.77022607252
1331,145529.99496250274
2928,103378.5311527506
156,133448.68103728234
797,165581.65073383204
327,100066.27693624725
2859,165169.29699077108
1453,103050.30590022425
1762,304598.6987245844
1868,201440.87586669181
1760,187173.28034913284
1113,257965.71954458742
1812,192768.0770303763
117,172225.66410446353
1142,211087.35474531632
2342,295260.97223611665
927,151692.23703966965
2478,205853.23261738988
655,99425.39183682133
2064,109148.915216272
369,212853.20295493375
2239,226712.4667340226
2732,232247.30907354597
1653,160854.40587379527
959,216968.63914516475
2395,288202.4533206534
1412,104307.22867056518
271,246769.3007224209
1484,148091.4591703678
1497,152775.64166093874
552,169751.31585841393
2,114916.37577655609
1855,333810.4592785323
4,244034.88632145128
2292,137444.02694814792
134,125254.11204558169
646,103795.18842378887
42,268769.7185658186
532,230496.11860701744
713,127457.51351353177
2561,115651.85954519198
2360,121649.3195495985
1333,132830.65707635065
1407,205538.00423294352
2892,263555.6428316508
574,227257.81497896952
1227,178566.83237959002
2591,217411.3427478827
1476,210641.4065981519
1125,254284.53570690588
1446,114864.19906648737
408,97491.05642186431
1101,259242.5693615612
2251,167833.46165483748
373,194617.0204526463
2554,98806.78435813659
2382,252192.88611472188
1985,99497.92056888505
519,224618.23999137222
1093,195487.41747350735
864,257295.03956348053
2889,131345.20031092665
2308,200761.66274718964
986,140859.77458569803
1302,185783.8769846873
585,159099.85699385987
2708,146777.12821625103
147,125671.125048775
1441,216617.06570085254
383,169087.59856142662
285,174855.28550675418
181,148333.0706803978
358,161385.39735004934
780,204104.31835898082
258,201663.04986203182
1865,223423.9522652733
692,165480.57514399826
2902,296448.3489965857
508,276894.412596422
2638,182764.8697227959
36,158252.4943689804
611,170989.7972287566
2281,103294.5296544556
1678,119350.251579148
1696,358551.85598424426
1557,186580.07601241837
2180,160593.070062096
1726,212939.2579988602
951,118431.567818793
267,234814.06424569874
2706,138405.4545139717
2221,232745.2443550583
1357,208258.0061779928
2901,281325.67853632546
347,181371.0374377875
2164,191608.1143451992
1586,286826.67648762953
360,164302.57976705325
1769,215580.76768701803
2617,138149.02831998537
1879,169850.1596648132
991,208843.98719975282
1535,144867.63853288698
1191,175442.95810481277
1579,209948.07671591034
1882,129410.04518494452
1510,131375.7207619974
2196,222347.42390140984
1845,175815.73001262825
2336,308510.63447934296
942,202187.8311841914
861,113662.59640589613
2555,107298.50756257144
1392,146721.7822808202
2099,262617.6200432072
1543,116332.59847730328
948,253321.9375903022
1239,152208.79845841764
22,167120.33486116142
2796,246330.9301507778
2747,167889.8967860348
92,263382.2466262765
210,186286.9837502644
1858,198264.43072956032
2228,170339.5086972441
447,220960.32860075426
827,235041.28349831235
1649,203725.81430362188
682,130870.88140526158
2698,227716.92974915192
494,170675.68782036076
214,152255.3257923564
2441,244727.8632966897
2679,111127.30014789314
1336,124053.75600411068
465,183903.67034060624
1524,148751.1241939338
2543,105243.47282527853
631,117386.06462038239
2452,276466.05545785255
228,144932.81615629862
126,166988.93656365108
1092,199583.95418718946
1122,213817.78369342745
932,232292.6650631642
1980,108844.75968805584
2171,109156.11980308197
551,154371.14056040277
2768,192624.04843771295
2056,110318.00116627733
1159,320825.0238202235
2645,161720.2403615641
1174,181852.10846776539
2266,207096.00305540767
2462,339188.7085305748
1219,128912.12250967603
2922,192360.7960823865
118,139654.95563935558
474,170890.5129778015
2576,156722.42738642567
872,262404.49579515494
1077,214946.44674012694
1536,160375.48329891101
1150,116706.29751251568
2341,268188.6239599257
1931,127088.51158973831
2785,116753.72554660495
2538,113933.75323675876
597,219372.98490120308
464,190143.02592192893
233,242739.22181272204
2169,120889.2531952667
2123,158100.2441581844
1867,172806.11540383054
137,256030.30284810183
515,230030.8640878403
933,115918.62549478537
2784,163550.3415731662
972,151555.62487063184
599,164548.48586898088
2614,107222.77761308593
2582,125993.82375592156
1409,152776.73371521593
175,120119.0076578965
352,218930.83200618043
976,84978.13718865532
2134,201989.46795683284
984,87268.1492645794
2396,288622.5087648777
1673,141486.5285153566
404,121180.4019284288
607,159676.98056525504
814,169984.91363099916
868,206628.42827744852
2271,202415.5794691511
1633,224073.87973964238
337,187691.69113788358
2765,189104.26145651913
1746,226201.7253564878
368,293998.9209183429
2806,208171.80169403413
1662,190885.42790884315
1234,193011.37956548086
1373,132082.9239137245
1672,95541.06731536868
1939,99775.8114162304
